8.0 1:0.200139834883 2:0.325383898102 3:0.720867468308 4:0.0374368687733 5:0.181859135334 6:0.0209237951147 7:0.00636612719274 8:0.0743965073144 9:0.0266819357528 10:0.0131267643965 11:0.0149034656866 12:0.0214891405194 13:0.123496393743 14:0.947350112533 15:0.101416973435 16:0.417279113353 17:0.296425892844 18:0.101136759886 19:0.814650363486 20:0.746454121351 21:0.123496393743 22:0.60270748975 23:0.655726076284 24:0.273397431041 25:0.0092640659627 26:0.00905175532513 27:0.0588707938106 28:0.0525643596883 29:0.0276526723273 30:0.013821261571 31:0.00958198122454 32:0.0811158546624 33:0.975019666044 34:0.182285673155 35:0.394692294401 36:0.428522325031 37:0.200597904808 38:0.886766698213 39:0.805121216178 40:0.0811158546624 41:0.588658281219 42:0.706069900545 43:0.101060842204 44:0.00549946784616 45:0.344498797364 46:0.186286744926 47:0.77081646418 48:0.224666330974 49:0.0113343758426 50:0.791798753615 51:0.511814615056
8.0 1:0.230012067775 2:0.416420612208 3:0.906416322004 4:0.0407626290754 5:0.111027651212 6:0.0416069568472 7:0.0392100283486 8:0.298614946414 9:0.139946893104 10:0.123591694223 11:0.21621730565 12:0.0275794172876 13:0.11096468402 14:0.937644464282 15:0.07862322157 16:0.463325019201 17:0.260453464203 18:0.0789000187196 19:0.784142832375 20:0.707789463724 21:0.11096468402 22:0.579227833433 23:0.67328817339 24:0.167774372396 25:0.0160397383741 26:0.0610583532363 27:0.19032751492 28:0.265862347434 29:0.116073648112 30:0.149358303839 31:0.0164671354199 32:0.0916893883525 33:0.975398189636 34:0.208504469407 35:0.425916612464 36:0.352049610232 37:0.152480649323 38:0.880853136023 39:0.797082071323 40:0.0916893883525 41:0.609217771083 42:0.711052543137 43:0.123199582427 44:0.00585323055149 45:0.297972542405 46:0.097467655242 47:0.437136318614 48:0.321818666509 49:0.00715482553643 50:0.911970556853 51:0.701739590535
8.0 1:0.220159870561 2:0.420968767967 3:0.787153290921 4:0.0330898502018 5:0.104141908108 6:0.0406584550298 7:0.00759653046917 8:0.156940745258 9:0.0266554653867 10:0.0863278352112 11:0.0678803682032 12:0.0314313616472 13:0.105288541448 14:0.948873159918 15:0.0886773455378 16:0.498186418312 17:0.214414379083 18:0.0590777452733 19:0.782767936432 20:0.698775365082 21:0.105288541448 22:0.56823727858 23:0.712262567318 24:0.223892696029 25:0.0123620745954 26:0.0322462339924 27:0.112628574712 28:0.17754862069 29:0.133436100753 30:0.0423824633275 31:0.0245189190156 32:0.147540870844 33:0.97090184994 34:0.293880263981 35:0.417910240183 36:0.349977867825 37:0.167588888637 38:0.874728956953 39:0.795935588827 40:0.147540870844 41:0.654575447838 42:0.707720564855 43:0.249840377433 44:0.0132027555659 45:0.299546278075 46:0.095933143065 47:0.703497797312 48:0.312561831699 49:0.0111183807932 50:0.399400003093 51:0.527677459449
5.0 1:0.267089018447 2:0.394607147631 3:0.695401741215 4:0.0531666221524 5:0.107667489826 6:0.0174880781762 7:0.0280681934676 8:0.14072598586 9:0.114051017734 10:0.0116411852953 11:0.021092230365 12:0.0209401277601 13:0.161359642072 14:0.978783343374 15:0.273222564919 16:0.432527080649 17:0.355348273004 18:0.161888506747 19:0.887061788065 20:0.788089988158 21:0.161359642072 22:0.622623657165 23:0.774670410188 24:0.222245669617 25:0.0102581608292 26:0.00671941305665 27:0.0595921977921 28:0.0389750928037 29:0.0218070031598 30:0.016037211988 31:0.0134656097507 32:0.0696162008439 33:0.974077733731 34:0.151985928229 35:0.426572946183 36:0.378685106825 37:0.159167524811 38:0.874104906937 39:0.782798468157 40:0.0696162008439 41:0.568062718479 42:0.724329853131 43:0.111884759307 44:0.00440199491621 45:0.383583044388 46:0.151371417738 47:0.722052025233 48:0.133155416013 49:0.0265352851843 50:0.830532419936 51:0.617519331418
8.0 1:0.238642625479 2:0.417188649983 3:0.30702010082 4:0.0741001588209 5:0.0885130951967 6:0.0167623664301 7:0.0197874395205 8:0.0441157545062 9:0.0822570810966 10:0.105685987788 11:0.0321083727213 12:0.0335226182173 13:0.196542924951 14:0.975158690225 15:0.296491493384 16:0.472118576866 17:0.3091425548 18:0.137065101557 19:0.819294625853 20:0.729851013743 21:0.196542924951 22:0.636654272986 23:0.749577543065 24:0.185418781638 25:0.0160101143531 26:0.0161195359589 27:0.0161248715466 28:0.0906677067735 29:0.0712520778112 30:0.0189253468934 31:0.0322310586069 32:0.0490635057024 33:0.978486864333 34:0.123599458363 35:0.532056114285 36:0.24329722444 37:0.079125032534 38:0.805034729989 39:0.698142412905 40:0.0490635057024 41:0.504685376144 42:0.782530297481 43:0.10933805799 44:0.00489857533899 45:0.323235091994 46:0.108098768722 47:0.673669255299 48:0.197980628536 49:0.0171279380502 50:0.8608562327 51:0.640464697793
8.0 1:0.293343810781 2:0.435643459117 3:0.915346622447 4:0.0491365239252 5:0.0943438489096 6:0.0324902522537 7:0.0262106629294 8:0.490524982657 9:0.104461145464 10:0.205912833387 11:0.301264517759 12:0.0124600445438 13:0.280637654938 14:0.961780647394 15:0.301824495075 16:0.330022792458 17:0.390038717285 18:0.189654273769 19:0.917314607351 20:0.854185292338 21:0.280637654938 22:0.741458576621 23:0.688437901146 24:0.185870174593 25:0.0135945173923 26:0.0330449053409 27:0.243728573991 28:0.178149471067 29:0.166736862992 30:0.126715457826 31:0.00801820264147 32:0.165681007828 33:0.968270386168 34:0.307669295377 35:0.336440991075 36:0.450161472366 37:0.240027045683 38:0.937590180389 39:0.873510280072 40:0.165681007828 41:0.694476173252 42:0.672424865065 43:0.122387317679 44:0.00436972804417 45:0.28225221004 46:0.082338353069 47:0.555779231701 48:0.234251710554 49:0.0121486947806 50:0.921001438137 51:0.749042226876
8.0 1:0.335390671329 2:0.411202013744 3:0.827945460142 4:0.0601749145033 5:0.104445480157 6:0.0143147751871 7:0.0361182645741 8:0.300880660639 9:0.13901946422 10:0.0663866843069 11:0.0893838196296 12:0.0123403548363 13:0.184994005466 14:0.981619625634 15:0.346435180579 16:0.362337605686 17:0.404613483028 18:0.207457027393 19:0.923696299228 20:0.843743494754 21:0.184994005466 22:0.68221260755 23:0.73899335621 24:0.22807328076 25:0.0111428565376 26:0.0370612687475 27:0.172725009011 28:0.199981051681 29:0.100839641643 30:0.0589666153667 31:0.0152386370814 32:0.124458693892 33:0.972381996208 34:0.258461214905 35:0.40759869239 36:0.383153785171 37:0.18218775815 38:0.892403108779 39:0.81643182111 40:0.124458693892 41:0.644498356727 42:0.704091107775 43:0.126526476945 44:0.00386498732196 45:0.368954299816 46:0.132821692636 47:0.788093591732 48:0.274805841059 49:0.0265031541396 50:0.857301096386 51:0.649123466003
8.0 1:0.154125251056 2:0.388006596525 3:0.777877071285 4:0.0555324469532 5:0.217187576084 6:0.0354955558637 7:0.0104684040924 8:0.13661397976 9:0.0412662701779 10:0.0707461577728 11:0.0844950466443 12:0.01923415359 13:0.146011727488 14:0.939882138501 15:0.106834941797 16:0.372501982461 17:0.282502167113 18:0.0940089780907 19:0.818447615733 20:0.757370174649 21:0.146011727488 22:0.63761608822 23:0.63183085644 24:0.260285822515 25:0.0200698036232 26:0.0126088523642 27:0.0426798764857 28:0.0695374446674 29:0.0761206141336 30:0.0373209356926 31:0.0190308736588 32:0.0651628631805 33:0.950605427018 34:0.0831944000828 35:0.466317099657 36:0.285041069062 37:0.0914035182021 38:0.794680776621 39:0.717903542387 40:0.0651628631805 41:0.548916118203 42:0.659642568212 43:0.119822512939 44:0.00888746695048 45:0.321285571487 46:0.123876964384 47:0.807933244875 48:0.121776606143 49:0.00558557163128 50:0.89469389333 51:0.639222026161
8.0 1:0.18004424444 2:0.357859962347 3:0.840532067341 4:0.0385823400131 5:0.259989426455 6:0.0348876811751 7:0.01273298827 8:0.135940706486 9:0.0501931145232 10:0.0495376711995 11:0.0523280247315 12:0.0322145346231 13:0.072453072335 14:0.947223375335 15:0.0593763804597 16:0.502973924992 17:0.235351464509 18:0.0643976738694 19:0.75992146628 20:0.672983768068 21:0.072453072335 22:0.519582761002 23:0.698227245042 24:0.28537979958 25:0.0140858300703 26:0.00766468687096 27:0.104247738585 28:0.0428170490577 29:0.0355635173787 30:0.0332012380542 31:0.0176501730272 32:0.0547397549441 33:0.97851335589 34:0.138026847932 35:0.472925953138 36:0.333464133778 37:0.128180131041 38:0.850833347673 39:0.748803929642 40:0.0547397549441 41:0.521745175447 42:0.75784544763 43:0.0915500205846 44:0.00556180554635 45:0.39730515728 46:0.189297858713 47:0.76552440626 48:0.107433666064 49:0.006892354253 50:0.700687367591 51:0.452755266816
6.0 1:0.275363802533 2:0.253704989105 3:0.134178732391 4:0.0568688715329 5:0.262685541372 6:0.00552191830838 7:0.00208776387449 8:0.00697534349756 9:0.00888257893756 10:0.0262984443279 11:0.0106695432885 12:0.0100599169843 13:0.398076571998 14:0.979800312134 15:0.698022087354 16:0.265618597898 17:0.508090330415 18:0.347035382584 19:0.96186866314 20:0.901286569158 21:0.398076571998 22:0.819526534557 23:0.691740484124 24:0.436267089087 25:0.00384162028173 26:0.00256280902701 27:0.00346858497107 28:0.0153394230442 29:0.0178425019093 30:0.00703087043862 31:0.0289088965769 32:0.134315868645 33:0.992358482636 34:0.655968131576 35:0.439364050276 36:0.455658933927 37:0.314369433851 38:0.876304109668 39:0.773201208499 40:0.134315868645 41:0.660675338475 42:0.789544400752 43:0.28937540434 44:0.0121451083909 45:0.23071830194 46:0.180078600964 47:0.625180470915 48:0.0796274991855 49:0.031823438254 50:0.371099633507 51:0.505699093267
